datetime,current_a,voltage_v,power_kw,anomaly,anomaly_type
2024-01-01 00:00:00+00:00,9.32604825919615,221.87700668521117,2.069235671952266,0,
2024-01-01 00:01:00+00:00,8.928688768237386,220.8183018672418,1.9716178917032945,0,
2024-01-01 00:02:00+00:00,9.471878355355516,216.14426431608157,2.0472921788097347,0,
2024-01-01 00:03:00+00:00,9.534979474812332,215.7130802783031,2.0568197929021648,0,
2024-01-01 00:04:00+00:00,8.673574568384177,216.28577423700554,1.8759707909253729,0,
2024-01-01 00:05:00+00:00,8.874314274751898,217.28357435199806,1.9282427255410517,0,
2024-01-01 00:06:00+00:00,9.309411121191888,218.4896574445788,2.034010046879968,0,
2024-01-01 00:07:00+00:00,9.182284902342216,219.09459495112873,2.0117889914045324,0,
2024-01-01 00:08:00+00:00,9.278223753658112,219.86887966299085,2.0399926619793587,0,
2024-01-01 00:09:00+00:00,9.033465019167094,219.9323232520433,1.986750948681483,0,
2024-01-01 00:10:00+00:00,9.559319296616382,219.90278786031735,2.1021209633728706,0,
2024-01-01 00:11:00+00:00,9.534966736134619,222.28726047906073,2.119501634534336,0,
2024-01-01 00:12:00+00:00,9.32757509511338,216.64660689149744,2.0207874948819504,0,
2024-01-01 00:13:00+00:00,9.65208239154573,220.667912918632,2.1299048766610746,0,
2024-01-01 00:14:00+00:00,9.460314323213625,220.65819873399926,2.0874959180177717,0,
2024-01-01 00:15:00+00:00,9.068432554350588,217.47463127297303,1.9721540259812191,0,
2024-01-01 00:16:00+00:00,9.443011516757206,221.06756910125557,2.087543601004676,0,
2024-01-01 00:17:00+00:00,9.050894639207225,220.74514329518175,1.9979410340813912,0,
2024-01-01 00:18:00+00:00,9.608274731268795,219.91349485874153,2.1129892757162563,0,
2024-01-01 00:19:00+00:00,9.335949106313441,215.16461152021233,2.008765862632405,0,
2024-01-01 00:20:00+00:00,9.3016623603301,221.9275690046818,2.0642953153304098,0,
2024-01-01 00:21:00+00:00,9.15904328057372,220.45337379471246,2.019141991934268,0,
2024-01-01 00:22:00+00:00,9.73629243830667,220.80715656924644,2.149843048829151,0,
2024-01-01 00:23:00+00:00,9.329385836720173,213.21855404153393,1.9891981582010414,0,
2024-01-01 00:24:00+00:00,9.253467664601173,218.93696587423304,2.025926134303106,0,
2024-01-01 00:25:00+00:00,9.282553894660424,217.1326211839442,2.0155452584288476,0,
2024-01-01 00:26:00+00:00,9.554121215980855,222.5868438754543,2.1266216874686963,0,
2024-01-01 00:27:00+00:00,9.510302665316711,217.78995820806713,2.071248420025396,0,
2024-01-01 00:28:00+00:00,9.530736633527654,222.95853264707438,2.124959054857043,0,
2024-01-01 00:29:00+00:00,9.542416906436651,221.9056988156673,2.1175166920132633,0,
2024-01-01 00:30:00+00:00,10.061924925752214,220.442699474283,2.2180778925403923,0,
2024-01-01 00:31:00+00:00,9.303772397963842,222.27077885409307,2.0679567371766363,0,
2024-01-01 00:32:00+00:00,9.278296491870694,218.1111653412359,2.023700060223418,0,
