day,window_idx,rul,current_rms,current_std,current_max,spike_freq
0,0,179,9.981802755308465,0.35588154197764454,10.762894721439189,0.0
0,1,179,9.996758731999318,0.3302604752694713,10.622365086618357,0.0
0,2,179,10.022534542768936,0.27970707500475783,10.557816449875098,0.0
0,3,179,10.051218778192261,0.31386543000386874,10.679982123516444,0.0
0,4,179,10.013502237099438,0.33022908923959937,10.679982123516444,0.0
0,5,179,10.052720627838918,0.2954091688322239,10.902265624337073,0.0
0,6,179,10.00238838867411,0.3194765389528266,10.902265624337073,0.0
0,7,179,9.937301772832773,0.28993285290826437,10.650265891122867,0.0
0,8,179,9.970347276737122,0.27861599842715035,10.650265891122867,0.0
0,9,179,10.01239006780695,0.3333611484280644,10.636530108943475,0.0
0,10,179,10.052797745859902,0.318892141863413,10.64162626432294,0.0
0,11,179,9.991865045634603,0.29956277447040064,10.64162626432294,0.0
0,12,179,9.970994612922798,0.2884925816216133,10.543130272749229,0.0
0,13,179,10.047181157553467,0.32576732373735623,11.090475089780016,0.0
0,14,179,10.056884143609235,0.3212864573603873,11.090475089780016,0.0
0,15,179,10.032821190806759,0.2713302408079244,10.625697894292486,0.0
0,16,179,10.048111730653202,0.31121644811568183,10.625697894292486,0.0
0,17,179,9.99284717232693,0.3091256682991969,10.54068836467157,0.0
0,18,179,9.990616241698431,0.26199838031860256,10.454341926741884,0.0
0,19,179,10.004914326015278,0.2807697819657859,10.502006256623796,0.0
0,20,179,9.99610745845152,0.27939168702854406,10.502006256623796,0.0
0,21,179,9.975015423207042,0.26527565786827934,10.474548441848096,0.0
0,22,179,9.95588966102207,0.2907097940498486,10.650609969199314,0.0
0,23,179,10.036750244624448,0.3096258641786854,10.808343276500809,0.0
0,24,179,10.041816506729393,0.3221210961190851,10.808343276500809,0.0
0,25,179,9.961619305148174,0.27519953073825487,10.751546225097538,0.0
0,26,179,9.945385016445535,0.2902573229590886,10.74703465935835,0.0
0,27,179,9.977567863620449,0.30460907044105673,10.74703465935835,0.0
0,28,179,10.035289992828675,0.25009756534762684,10.65716556274499,0.0
0,29,179,10.036184635644899,0.3166951802301084,10.617235878844307,0.0
0,30,179,10.017310701577264,0.32117013476381123,10.784931238136313,0.0
0,31,179,10.011295738446824,0.2957408864573917,10.784931238136313,0.0
0,32,179,10.006917840871912,0.3379092672662051,10.755473234969411,0.0
0,33,179,10.063774452035263,0.3110224729515791,10.703216435703755,0.0
0,34,179,9.979332374630028,0.2663494977952504,10.699252199355387,0.0
0,35,179,9.958229131648597,0.26887439773331273,10.697454871370443,0.0
0,36,179,10.013463653661137,0.3094923694911005,10.697454871370443,0.0
0,37,179,10.037642629586633,0.3221330515113336,10.702062039269949,0.0
0,38,179,10.062624668922005,0.33446837626948533,10.702062039269949,0.0
0,39,179,10.000295736455431,0.37799662720253646,10.884013003492887,0.0
0,40,179,9.966888773414732,0.3629584330788161,10.884013003492887,0.0
0,41,179,10.009836489246666,0.3097729390806556,10.704314310168218,0.0
0,42,179,10.006355855008268,0.2773595572447533,10.582708774136188,0.0
0,43,179,9.966198654866876,0.2871700159293372,10.735530254503377,0.0
0,44,179,9.99940385741282,0.3254269641271239,10.825120727990415,0.0
0,45,179,10.000457928514429,0.36704800625505635,10.857950433003854,0.0
0,46,179,9.92507127425208,0.34410292356489447,10.857950433003854,0.0
1,0,178,9.979020834532578,0.2744346502306732,10.54105593201953,0.0
1,1,178,9.991414440592536,0.27657435296525884,10.567914449192445,0.0
1,2,178,10.00529616049294,0.260567249740377,10.567914449192445,0.0
1,3,178,10.044362324781707,0.2756171548859877,10.577203774712034,0.0
1,4,178,10.044871543524724,0.29310665030792327,10.630148694468453,0.0
1,5,178,10.022647665784833,0.27966516986764073,10.630148694468453,0.0
1,6,178,10.013307115905302,0.2787989801010404,10.485447827099422,0.0
